gs://rock-ai-us-central1/images/image01_00.jpeg,MITTEL,NACHBRUECHIG,NEGA_RV
gs://rock-ai-us-central1/images/image01_01.jpeg,MITTEL,NACHBRUECHIG,NEGA_RV
gs://rock-ai-us-central1/images/image01_02.jpeg,MITTEL,NACHBRUECHIG,NEGA_RV
gs://rock-ai-us-central1/images/image01_03.jpeg,MITTEL,NACHBRUECHIG,NEGA_RV
gs://rock-ai-us-central1/images/image02_00.jpeg,GERING,NACHBRUECHIG,KEIN
gs://rock-ai-us-central1/images/image02_01.jpeg,GERING,NACHBRUECHIG,KEIN
gs://rock-ai-us-central1/images/image02_02.jpeg,GERING,NACHBRUECHIG,KEIN
gs://rock-ai-us-central1/images/image02_03.jpeg,GERING,NACHBRUECHIG,KEIN
gs://rock-ai-us-central1/images/image02_04.jpeg,GERING,NACHBRUECHIG,KEIN
gs://rock-ai-us-central1/images/image03_00.jpeg,GERING,NACHBRUECHIG,POSI_RV
gs://rock-ai-us-central1/images/image03_01.jpeg,GERING,NACHBRUECHIG,POSI_RV
gs://rock-ai-us-central1/images/image03_02.jpeg,GERING,NACHBRUECHIG,POSI_RV
gs://rock-ai-us-central1/images/image03_03.jpeg,GERING,NACHBRUECHIG,POSI_RV
gs://rock-ai-us-central1/images/image03_04.jpeg,GERING,NACHBRUECHIG,POSI_RV
gs://rock-ai-us-central1/images/image04_00.jpeg,GERING,NACHBRUECHIG,NEGA_RV
gs://rock-ai-us-central1/images/image04_01.jpeg,GERING,NACHBRUECHIG,NEGA_RV
gs://rock-ai-us-central1/images/image04_02.jpeg,GERING,NACHBRUECHIG,NEGA_RV
gs://rock-ai-us-central1/images/image04_03.jpeg,GERING,NACHBRUECHIG,NEGA_RV
gs://rock-ai-us-central1/images/image04_04.jpeg,GERING,NACHBRUECHIG,NEGA_RV
gs://rock-ai-us-central1/images/image04_05.jpeg,GERING,NACHBRUECHIG,NEGA_RV
gs://rock-ai-us-central1/images/image04_06.jpeg,GERING,NACHBRUECHIG,NEGA_RV
gs://rock-ai-us-central1/images/image04_07.jpeg,GERING,NACHBRUECHIG,NEGA_RV
gs://rock-ai-us-central1/images/image04_08.jpeg,GERING,NACHBRUECHIG,NEGA_RV
gs://rock-ai-us-central1/images/image04_09.jpeg,GERING,NACHBRUECHIG,NEGA_RV
gs://rock-ai-us-central1/images/image05_00.jpeg,MITTEL,AUFGELOCKERT,KEIN
gs://rock-ai-us-central1/images/image05_01.jpeg,MITTEL,AUFGELOCKERT,KEIN
gs://rock-ai-us-central1/images/image05_02.jpeg,MITTEL,AUFGELOCKERT,KEIN
gs://rock-ai-us-central1/images/image06_00.jpeg,GERING,AUFGELOCKERT,NEGA_RV
gs://rock-ai-us-central1/images/image06_01.jpeg,GERING,AUFGELOCKERT,NEGA_RV
gs://rock-ai-us-central1/images/image06_02.jpeg,GERING,AUFGELOCKERT,NEGA_RV
gs://rock-ai-us-central1/images/image06_03.jpeg,GERING,AUFGELOCKERT,NEGA_RV
gs://rock-ai-us-central1/images/image06_04.jpeg,GERING,AUFGELOCKERT,NEGA_RV
gs://rock-ai-us-central1/images/image06_05.jpeg,GERING,AUFGELOCKERT,NEGA_RV
gs://rock-ai-us-central1/images/image06_06.jpeg,GERING,AUFGELOCKERT,NEGA_RV
gs://rock-ai-us-central1/images/image06_07.jpeg,GERING,AUFGELOCKERT,NEGA_RV
gs://rock-ai-us-central1/images/image06_08.jpeg,GERING,AUFGELOCKERT,NEGA_RV
gs://rock-ai-us-central1/images/image07_00.jpeg,GERING,NACHBRUECHIG,KEIN
gs://rock-ai-us-central1/images/image07_01.jpeg,GERING,NACHBRUECHIG,KEIN
gs://rock-ai-us-central1/images/image07_02.jpeg,GERING,NACHBRUECHIG,KEIN
gs://rock-ai-us-central1/images/image07_03.jpeg,GERING,NACHBRUECHIG,KEIN
gs://rock-ai-us-central1/images/image08_00.jpeg,MITTEL,AUFGELOCKERT,NEGA_RV
gs://rock-ai-us-central1/images/image08_01.jpeg,MITTEL,AUFGELOCKERT,NEGA_RV
gs://rock-ai-us-central1/images/image08_02.jpeg,MITTEL,AUFGELOCKERT,NEGA_RV
gs://rock-ai-us-central1/images/image08_03.jpeg,MITTEL,AUFGELOCKERT,NEGA_RV
gs://rock-ai-us-central1/images/image08_04.jpeg,MITTEL,AUFGELOCKERT,NEGA_RV
gs://rock-ai-us-central1/images/image08_05.jpeg,MITTEL,AUFGELOCKERT,NEGA_RV
gs://rock-ai-us-central1/images/image09_00.jpeg,GERING,AUFGELOCKERT,KEIN
gs://rock-ai-us-central1/images/image09_01.jpeg,GERING,AUFGELOCKERT,KEIN
gs://rock-ai-us-central1/images/image09_02.jpeg,GERING,AUFGELOCKERT,KEIN
gs://rock-ai-us-central1/images/image10_00.jpeg,MITTEL,ZERLEGT,KEIN
gs://rock-ai-us-central1/images/image10_01.jpeg,MITTEL,ZERLEGT,KEIN
gs://rock-ai-us-central1/images/image10_02.jpeg,MITTEL,ZERLEGT,KEIN
gs://rock-ai-us-central1/images/image11_00.jpeg,GERING,NACHBRUECHIG,KEIN
gs://rock-ai-us-central1/images/image11_01.jpeg,GERING,NACHBRUECHIG,KEIN
gs://rock-ai-us-central1/images/image12_00.jpeg,GERING,NACHBRUECHIG,KEIN
gs://rock-ai-us-central1/images/image12_01.jpeg,GERING,NACHBRUECHIG,KEIN
gs://rock-ai-us-central1/images/image12_02.jpeg,GERING,NACHBRUECHIG,KEIN
gs://rock-ai-us-central1/images/image13_01.jpeg,SEHR_GERING,STANDFEST,KEIN
gs://rock-ai-us-central1/images/image13_02.jpeg,SEHR_GERING,STANDFEST,KEIN
gs://rock-ai-us-central1/images/image14_00.jpeg,GERING,ZERLEGT,POSI_RV
gs://rock-ai-us-central1/images/image14_01.jpeg,GERING,ZERLEGT,POSI_RV
gs://rock-ai-us-central1/images/image14_02.jpeg,GERING,ZERLEGT,POSI_RV
gs://rock-ai-us-central1/images/image14_03.jpeg,GERING,ZERLEGT,POSI_RV
gs://rock-ai-us-central1/images/image14_04.jpeg,GERING,ZERLEGT,POSI_RV
gs://rock-ai-us-central1/images/image14_05.jpeg,GERING,ZERLEGT,POSI_RV
gs://rock-ai-us-central1/images/image14_06.jpeg,GERING,ZERLEGT,POSI_RV
gs://rock-ai-us-central1/images/image14_07.jpeg,GERING,ZERLEGT,POSI_RV
gs://rock-ai-us-central1/images/image14_08.jpeg,GERING,ZERLEGT,POSI_RV
gs://rock-ai-us-central1/images/image14_09.jpeg,GERING,ZERLEGT,POSI_RV
gs://rock-ai-us-central1/images/image15_00.jpeg,GERING,ZERLEGT,KEIN
gs://rock-ai-us-central1/images/image15_01.jpeg,GERING,ZERLEGT,KEIN
gs://rock-ai-us-central1/images/image15_02.jpeg,GERING,ZERLEGT,KEIN
gs://rock-ai-us-central1/images/image15_03.jpeg,GERING,ZERLEGT,KEIN
gs://rock-ai-us-central1/images/image15_04.jpeg,GERING,ZERLEGT,KEIN
gs://rock-ai-us-central1/images/image15_05.jpeg,GERING,ZERLEGT,KEIN
gs://rock-ai-us-central1/images/image15_06.jpeg,GERING,ZERLEGT,KEIN
gs://rock-ai-us-central1/images/image15_07.jpeg,GERING,ZERLEGT,KEIN
gs://rock-ai-us-central1/images/image15_08.jpeg,GERING,ZERLEGT,KEIN
gs://rock-ai-us-central1/images/image15_09.jpeg,GERING,ZERLEGT,KEIN
gs://rock-ai-us-central1/images/image16_00.jpeg,SEHR_GERING,STANDFEST,NEGA_RV
gs://rock-ai-us-central1/images/image16_01.jpeg,SEHR_GERING,STANDFEST,NEGA_RV
gs://rock-ai-us-central1/images/image16_02.jpeg,SEHR_GERING,STANDFEST,NEGA_RV
gs://rock-ai-us-central1/images/image17_00.jpeg,SEHR_GERING,STANDFEST,KEIN
